id,target
250,0.7612818236263149
251,0.6371047244403218
252,0.6022135194298412
253,0.7520620116505115
254,0.5568133644846942
255,0.482778030088728
256,0.5509449723358661
257,0.4137555010002217
258,0.781201627875381
259,0.40368640776867715
260,0.6609478051751948
261,0.5179047399671842
262,0.5107923965949837
263,0.7533146787489445
264,0.4215909631527723
265,0.7776853070473173
266,0.5099153064757505
267,0.8326583551778807
268,0.5450605019918617
269,0.4205475733119687
270,0.6357289633627536
271,0.7538104751282451
272,0.5848648026026146
273,0.4880818505810568
274,0.47779864254713567
275,0.6728095053788529
276,0.24095944600607933
277,0.8452233677480941
278,0.7798214888503783
279,0.6989223303657528
280,0.5396861295925928
281,0.5539488985357051
282,0.5839646361088441
283,0.36343105456788927
284,0.7452804096933324
285,0.43697517726029406
286,0.5997282856703459
287,0.5579467429840936
288,0.7493364403570306
289,0.9611586878967854
290,0.6526884267619417
291,0.4676909892864865
292,0.6689169135740023
293,0.6651897196604281
294,0.5903999650926931
295,0.72848009508528
296,0.6733841075825215
297,0.7233111766643265
298,0.6906870445489108
299,0.4828652037686713
300,0.5860605310601917
301,0.6569409641537342
302,0.800210626257189
303,0.7898841097655152
304,0.5581514170758181
305,0.704058151618093
306,0.9852584297876448
307,0.7488458077708169
308,0.9194434444958383
309,0.38890259332846355
310,0.7858184994656415
311,0.8077316251694002
312,0.8861215145308027
313,0.7219026261434182
314,0.34536300243702484
315,0.3953390615426023
316,0.7746519798995135
317,0.774899899890565
318,0.3215455108174576
319,0.8514701266571296
320,0.6590815350774045
321,0.5657479000524854
322,0.558084949234511
323,0.8200827976579148
324,0.7597143754797558
325,0.6575457766726911
326,0.46733273281520515
327,0.5157450222785056
328,0.5886168471904175
329,0.6298567048374849
330,0.3411416622787823
331,0.5646800687298527
332,0.4855448168205942
333,0.26373127303440214
334,0.9119007698163284
335,0.717955055776845
336,0.5793254161360158
337,0.6128619652076697
338,0.6011735622634293
339,0.3711773783512167
340,0.8246739797198509
341,0.3971541929484542
342,0.6512669432828645
343,0.806924833836213
344,0.8391426083387398
345,0.5463331323375271
346,0.6388730405454737
347,0.5946329556045071
348,0.813325008768313
349,0.7515087082223639
350,0.746123019937761
351,0.683367418042478
352,0.6108854359090157
353,0.5915664740271235
354,0.6746134066787084
355,0.7685097537455389
356,0.3562897479675971
357,0.5457851940919873
358,0.6439428638280468
359,0.7045554372361066
360,0.8691960099837633
361,0.6413674287298524
362,0.41855834993180696
363,0.7454921619058418
364,0.6586745060667938
365,0.22023220698120943
366,0.6650847679417529
367,0.5945548429934913
368,0.34319533670591035
369,0.8309671461028554
370,0.6233591489188375
371,0.7352225923415631
372,0.4025164062759181
373,0.5795913501017647
374,0.7681348610499912
375,0.819760501064605
376,0.3579823314879328
377,0.5618362655831362
378,0.705796361414493
379,0.41684384429778243
380,0.6143392084789364
381,0.9121782140003775
382,0.7753092433655245
383,0.8507313666257014
384,0.6315756514806511
385,0.6977122860733274
386,0.8578721580624193
387,0.6484745038578512
388,0.21938580084376336
389,0.41226784380797543
390,0.7995526564532999
391,0.468998072749954
392,0.6683499812233473
393,0.5926006215647023
394,0.7642435428074129
395,0.7376680956996331
396,0.33211855066647183
397,0.5183655478338761
398,0.7378358810509051
399,0.6867637758764085
400,0.6480227848940401
401,0.6150283943503544
402,0.3166576611073757
403,0.5644332760077502
404,0.49357907061680306
405,0.7864881184469447
406,0.5475206810757008
407,0.38855898841143705
408,0.49656022733527705
409,0.7114942417295658
410,0.8656286656576011
411,0.7307799533301694
412,0.5446406610155432
413,0.761791345680091
414,0.8478151018946605
415,0.7733491722106806
416,0.553257146709839
417,0.6603777154258896
418,0.4845383491941698
419,0.7949239842987506
420,0.7482032689378515
421,0.5407672518032319
422,0.5227642524923614
423,1.1031288632706315
424,0.6205790395428742
425,0.4567598762539403
426,0.5003514469488802
427,0.6337068588880301
428,0.8297055921017491
429,0.3706842973754728
430,0.6203826219236039
431,0.6043302440061179
432,0.6734157185153321
433,0.7511358564569877
434,0.86478114714536
435,0.26289376580948526
436,0.5189816269406176
437,0.4712882127690566
438,0.8011001916739782
439,0.6869920488242115
440,0.5030241678204693
441,0.38580591436994055
442,0.6944069812962774
443,0.4771972842805251
444,0.6388211019095084
445,0.3514612835966716
446,0.846176682100088
447,0.44869318991795926
448,0.5160249562230435
449,0.7034161411895073
450,0.03980150093135015
451,0.7117125679213605
452,0.555940405821669
453,0.4455078240707134
454,0.6338335420286214
455,0.6826773711020082
456,0.6083238790823763
457,0.5130302606218071
458,0.6156924300428752
459,0.7161387980404519
460,0.7357815381148977
461,0.7903194883525116
462,0.5795783296664089
463,0.31964253702754225
464,0.762046535775542
465,0.7843719969931521
466,0.8031366137472813
467,0.6799180663698202
468,0.8696833069756018
469,0.463705038327643
470,0.5518810019553594
